Team1,Runs,Wickets,Overs,RPO,Inns,Result,Winner,Team2,Ground,Start Date
Uganda,169,8,20,8.45,1,won,Uganda, Tanzania,Rwanda,15-Dec-22
Qatar,126,9,20,6.3,1,lost, Malaysia, Malaysia,Bangi,16-Dec-22
Bahrain,144,8,20,7.2,1,tied,Tied, Singapore,Bangi,16-Dec-22
Uganda,153,7,20,7.65,1,won,Uganda, Rwanda,Rwanda,16-Dec-22
Rwanda,128,7,15,8.53,1,won,Rwanda, Tanzania,Rwanda,16-Dec-22
Bahrain,164,9,20,8.2,1,won,Bahrain, Qatar,Bangi,18-Dec-22
Malaysia,207,3,20,10.35,1,won,Malaysia, Singapore,Bangi,18-Dec-22
Uganda,107,9,15,7.13,1,won,Uganda, Tanzania,Rwanda,18-Dec-22
Rwanda,118,9,20,5.9,1,lost, Tanzania, Tanzania,Rwanda,18-Dec-22
Singapore,140,6,20,7,1,lost, Qatar, Qatar,Bangi,19-Dec-22
Bahrain,179,5,20,8.95,1,lost, Malaysia, Malaysia,Bangi,19-Dec-22
Uganda,132,,17.4,7.47,1,lost, Tanzania, Tanzania,Rwanda,19-Dec-22
Rwanda,57,,14.3,3.93,1,lost, Uganda, Uganda,Rwanda,19-Dec-22
Tanzania,134,9,20,6.7,1,won,Tanzania, Rwanda,Rwanda,20-Dec-22
Rwanda,67,,17.3,3.82,1,lost, Uganda, Uganda,Rwanda,20-Dec-22
Singapore,168,,19.5,8.47,1,lost, Bahrain, Bahrain,Bangi,21-Dec-22
Malaysia,223,4,20,11.15,1,won,Malaysia, Singapore,Bangi,22-Dec-22
Tanzania,136,9,20,6.8,1,won,Tanzania, Rwanda,Rwanda,22-Dec-22
Uganda,183,5,20,9.15,1,won,Uganda, Tanzania,Rwanda,22-Dec-22
Singapore,164,6,18,9.11,1,lost, Qatar, Qatar,Bangi,23-Dec-22
Malaysia,153,9,20,7.65,1,lost, Bahrain, Bahrain,Bangi,23-Dec-22
Uganda,108,,19.3,5.53,1,won,Uganda, Rwanda,Rwanda,23-Dec-22
India,162,5,20,8.1,1,won,India, Srilanka,Wankhede,03-Jan-23
Srilanka,206,6,20,10.3,1,won,Srilanka, India,Pune,05-Jan-23
India,228,5,20,11.4,1,won,India, Srilanka,Rajkot,07-Jan-23
Ireland,114,,19.2,5.89,1,lost, Zimbabwe, Zimbabwe,Harare,12-Jan-23
Zimbabwe,144,,20,7.2,1,lost, Ireland, Ireland,Harare,14-Jan-23
Ireland,141,9,20,7.05,1,lost, Zimbabwe, Zimbabwe,Harare,15-Jan-23
New Zealand,176,6,20,8.8,1,won,New Zealand, India,Ranchi,27-Jan-23
New Zealand,99,8,20,4.95,1,lost, India, India,Lucknow,29-Jan-23
India,234,4,20,11.7,1,won,India, New Zealand,Ahmedabad,01-Feb-23
U.A.E.,142,5,20,7.1,1,lost, Afganistan, Afganistan,Abu Dhabi,16-Feb-23
Afganistan,137,6,20,6.85,1,lost, U.A.E., U.A.E.,Abu Dhabi,18-Feb-23
U.A.E.,163,6,20,8.15,1,lost, Afganistan, Afganistan,Abu Dhabi,19-Feb-23
Argentina,77,,17.2,4.44,1,lost, Bermuda, Bermuda,Buenos Aires,21-Feb-23
Bermuda,226,4,20,11.3,1,won,Bermuda, Argentina,Buenos Aires,22-Feb-23
Spain,177,3,20,8.85,1,won,Spain, Isle of Man,Cartagena,24-Feb-23
Isle of Man,66,,15.1,4.35,1,lost, Spain, Spain,Cartagena,25-Feb-23
Isle of Man,116,8,20,5.8,1,lost, Spain, Spain,Cartagena,25-Feb-23
Panama,139,8,20,6.95,1,won,Panama, Argentina,Buenos Aires,25-Feb-23
Bermuda,173,3,20,8.65,1,won,Bermuda, Cayman Is,Buenos Aires,25-Feb-23
Isle of Man,132,8,20,6.6,1,lost, Spain, Spain,Cartagena,26-Feb-23
Isle of Man,10,,8.4,1.15,1,lost, Spain, Spain,Cartagena,26-Feb-23
Panama,101,9,20,5.05,1,lost, Bahamas, Bahamas,Buenos Aires,26-Feb-23
Bermuda,220,2,20,11,1,won,Bermuda, Argentina,Buenos Aires,26-Feb-23
Cayman Is,125,,19.5,6.3,1,won,Cayman Is, Bahamas,Buenos Aires,28-Feb-23
Bermuda,196,1,20,9.8,1,won,Bermuda, Panama,Buenos Aires,28-Feb-23
Cayman Is,138,7,20,6.9,1,won,Cayman Is, Panama,Buenos Aires,02-Mar-23
Argentina,117,7,20,5.85,1,won,Argentina, Bahamas,Buenos Aires,02-Mar-23
Bahamas,73,9,20,3.65,1,lost, Bermuda, Bermuda,Buenos Aires,04-Mar-23
Argentina,125,7,20,6.25,1,lost, Cayman Is, Cayman Is,Buenos Aires,04-Mar-23
Kuwait,158,9,20,7.9,1,lost, Malaysia, Malaysia,Mong Kok,08-Mar-23
Hong Kong,153,4,20,7.65,1,won,Hong Kong, Bahrain,Mong Kok,08-Mar-23
Malaysia,200,6,20,10,1,won,Malaysia, Bahrain,Mong Kok,09-Mar-23
Hong Kong,161,7,20,8.05,1,won,Hong Kong, Kuwait,Mong Kok,09-Mar-23
England,156,6,20,7.8,1,lost, Bangladesh, Bangladesh,Chattogram,09-Mar-23
Kuwait,156,8,20,7.8,1,lost, Bahrain, Bahrain,Mong Kok,11-Mar-23
Malaysia,95,,18.4,5.08,1,lost, Hong Kong, Hong Kong,Mong Kok,11-Mar-23
Bahrain,135,9,20,6.75,1,lost, Kuwait, Kuwait,Mong Kok,12-Mar-23
Hong Kong,182,8,20,9.1,1,won,Hong Kong, Malaysia,Mong Kok,12-Mar-23
England,117,,20,5.85,1,lost, Bangladesh, Bangladesh,Mirpur,12-Mar-23
Vanuatu,165,8,20,8.25,1,won,Vanuatu, Samoa,Suva,13-Mar-23
Fiji,205,5,20,10.25,1,won,Fiji, Samoa,Suva,14-Mar-23
Bangladesh,158,2,20,7.9,1,won,Bangladesh, England,Mirpur,14-Mar-23
Vanuatu,223,5,20,11.15,1,won,Vanuatu, Fiji,Suva,16-Mar-23
Vanuatu,148,9,20,7.4,1,won,Vanuatu, Fiji,Suva,17-Mar-23
Fiji,156,6,20,7.8,1,won,Fiji, Samoa,Suva,18-Mar-23
Pakistan,92,9,20,4.6,1,lost, Afganistan, Afganistan,Sharjah,24-Mar-23
South Africa,131,8,11,11.9,1,lost, West Indies, West Indies,Centurion,25-Mar-23
West Indies,258,5,20,12.9,1,lost, South Africa, South Africa,Centurion,26-Mar-23
Pakistan,130,6,20,6.5,1,lost, Afganistan, Afganistan,Sharjah,26-Mar-23
Bangladesh,207,5,19.2,10.7,1,won,Bangladesh, Ireland,Chattogram,27-Mar-23
Pakistan,182,7,20,9.1,1,won,Pakistan, Afganistan,Sharjah,27-Mar-23
West Indies,220,8,20,11,1,won,West Indies, South Africa,Johannesburg,28-Mar-23
Bangladesh,202,3,17,11.88,1,won,Bangladesh, Ireland,Chattogram,29-Mar-23
Bangladesh,124,,19.2,6.41,1,lost, Ireland, Ireland,Chattogram,31-Mar-23
Srilanka,196,5,20,9.8,1,tied,Tied, New Zealand,Auckland,02-Apr-23
Srilanka,141,,19,7.42,1,lost, New Zealand, New Zealand,Dunedin,05-Apr-23
Srilanka,182,6,20,9.1,1,lost, New Zealand, New Zealand,Queenstown,08-Apr-23
Portugal,208,6,20,10.4,1,won,Portugal, Gibraltar,Albergaria,10-Apr-23
Gibraltar,166,4,20,8.3,1,lost, Portugal, Portugal,Albergaria,11-Apr-23
Gibraltar,128,7,20,6.4,1,lost, Portugal, Portugal,Albergaria,11-Apr-23
Pakistan,182,,19.5,9.17,1,won,Pakistan, New Zealand,Lahore,14-Apr-23
Pakistan,192,4,20,9.6,1,won,Pakistan, New Zealand,Lahore,15-Apr-23
New Zealand,163,5,20,8.15,1,won,New Zealand, Pakistan,Lahore,17-Apr-23
Pakistan,193,5,20,9.65,1,lost, New Zealand, New Zealand,Rawalpindi,24-Apr-23
Indonesia,122,8,20,6.1,1,won,Indonesia, Thailand,Phnom Penh,01-May-23
Malaysia,191,6,20,9.55,1,won,Malaysia, Indonesia,Phnom Penh,02-May-23
Singapore,181,5,20,9.05,1,won,Singapore, Philippines,Phnom Penh,03-May-23
Thailand,113,8,20,5.65,1,lost, Malaysia, Malaysia,Phnom Penh,04-May-23
Cambodia,181,7,20,9.05,1,won,Cambodia, Singapore,Phnom Penh,04-May-23
Portugal,160,6,20,8,1,won,Portugal, Malta,Gibraltar,04-May-23
Gibraltar,171,9,20,8.55,1,lost, Portugal, Portugal,Gibraltar,04-May-23
Portugal,162,,19.5,8.16,1,won,Portugal, Malta,Gibraltar,05-May-23
Gibraltar,176,5,20,8.8,1,won,Gibraltar, Malta,Gibraltar,05-May-23
Gibraltar,143,8,20,7.15,1,won,Gibraltar, Malta,Gibraltar,06-May-23
Gibraltar,90,8,20,4.5,1,lost, Portugal, Portugal,Gibraltar,06-May-23
Malta,156,4,20,7.8,1,lost, Portugal, Portugal,Gibraltar,06-May-23
Gibraltar,124,5,20,6.2,1,lost, Portugal, Portugal,Gibraltar,07-May-23
Malta,165,7,20,8.25,1,won,Malta, Gibraltar,Gibraltar,07-May-23
Cambodia,182,5,20,9.1,1,won,Cambodia, Philippines,Phnom Penh,10-May-23
Singapore,162,6,20,8.1,1,won,Singapore, Indonesia,Phnom Penh,11-May-23
Cambodia,143,9,20,7.15,1,won,Cambodia, Malaysia,Phnom Penh,11-May-23
Norway,99,9,20,4.95,1,lost, Denmark, Denmark,Brondby,18-May-23
Denmark,175,5,20,8.75,1,won,Denmark, Finland,Brondby,18-May-23
Norway,183,9,20,9.15,1,won,Norway, Sweden,Glostrup,18-May-23
Denmark,109,,19.2,5.63,1,lost, Sweden, Sweden,Brondby,19-May-23
Norway,131,7,20,6.55,1,won,Norway, Finland,Glostrup,19-May-23
Finland,92,,19.5,4.63,1,lost, Denmark, Denmark,Brondby,19-May-23
Sweden,176,7,20,8.8,1,won,Sweden, Norway,Glostrup,19-May-23
Finland,106,,19.2,5.48,1,won,Finland, Sweden,Brondby,20-May-23
Finland,102,,16.3,6.18,1,lost, Norway, Norway,Glostrup,20-May-23
Sweden,96,,17.4,5.43,1,tied,Tied, Finland,Glostrup,21-May-23
Malawi,155,5,20,7.75,1,won,Malawi, Eswatini,Benoni,27-May-23
Mozambique,61,9,20,3.05,1,lost, Malawi, Malawi,Benoni,28-May-23
Botswana,205,5,20,10.25,1,won,Botswana, Eswatini,Benoni,29-May-23
Botswana,169,3,20,8.45,1,won,Botswana, Malawi,Benoni,30-May-23
Eswatini,127,8,20,6.35,1,lost, Mozambique, Mozambique,Benoni,30-May-23
Mozambique,89,7,20,4.45,1,lost, Botswana, Botswana,Benoni,01-Jun-23
Rwanda,137,9,20,6.85,1,lost, Kenya, Kenya,Nairobi (Gym),09-Jun-23
Botswana,114,,19.5,5.74,1,lost, Uganda, Uganda,Nairobi (Gym),09-Jun-23
Germany,174,7,20,8.7,1,won,Germany, Belgium,Krefeld,09-Jun-23
Botswana,169,2,20,8.45,1,won,Botswana, Rwanda,Nairobi (Gym),10-Jun-23
Belgium,179,9,20,8.95,1,lost, Germany, Germany,Krefeld,10-Jun-23
Kenya,185,3,20,9.25,1,won,Kenya, Uganda,Nairobi (Gym),10-Jun-23
Czech Rep.,128,,19.4,6.5,1,won,Czech Rep., Hungary,Vinor,10-Jun-23
Belgium,164,,19.4,8.33,1,lost, Germany, Germany,Krefeld,10-Jun-23
Botswana,92,8,20,4.6,1,lost, Kenya, Kenya,Nairobi (Gym),11-Jun-23
Czech Rep.,169,4,20,8.45,1,tied,Tied, Hungary,Vinor,11-Jun-23
Belgium,148,9,20,7.4,1,lost, Germany, Germany,Krefeld,11-Jun-23
Rwanda,81,,18.1,4.45,1,lost, Uganda, Uganda,Nairobi (Gym),11-Jun-23
Hungary,138,,19.5,6.95,1,lost, Czech Rep., Czech Rep.,Vinor,11-Jun-23
Rwanda,158,9,20,7.9,1,won,Rwanda, Botswana,Nairobi (Gym),13-Jun-23
Uganda,175,7,20,8.75,1,won,Uganda, Kenya,Nairobi (Gym),13-Jun-23
Uganda,153,7,20,7.65,1,won,Uganda, Botswana,Nairobi (Gym),14-Jun-23
Rwanda,92,,18.2,5.01,1,lost, Kenya, Kenya,Nairobi (Gym),14-Jun-23
Rwanda,85,,20,4.25,1,lost, Uganda, Uganda,Nairobi (Gym),15-Jun-23
Botswana,145,8,20,7.25,1,won,Botswana, Kenya,Nairobi (Gym),15-Jun-23
Botswana,64,,18.1,3.52,1,lost, Uganda, Uganda,Nairobi (Gym),17-Jun-23
Rwanda,99,,20,4.95,1,lost, Kenya, Kenya,Nairobi (Gym),17-Jun-23
Botswana,98,8,20,4.9,1,lost, Rwanda, Rwanda,Nairobi (Gym),18-Jun-23
Kenya,117,8,20,5.85,1,lost, Uganda, Uganda,Nairobi (Gym),18-Jun-23
Botswana,131,5,20,6.55,1,lost, Kenya, Kenya,Nairobi (Gym),19-Jun-23
Uganda,153,5,20,7.65,1,won,Uganda, Rwanda,Nairobi (Gym),19-Jun-23
Uganda,125,,20,6.25,1,won,Uganda, Kenya,Nairobi (Gym),21-Jun-23
Serbia,181,8,20,9.05,1,won,Serbia, Turkey,Sofia,23-Jun-23
Croatia,75,,12.4,5.92,1,lost, Bulgaria, Bulgaria,Sofia,23-Jun-23
Bulgaria,166,8,20,8.3,1,lost, Serbia, Serbia,Sofia,23-Jun-23
Croatia,83,8,20,4.15,1,lost, Turkey, Turkey,Sofia,24-Jun-23
Switzerland,150,6,20,7.5,1,lost, Luxembourg, Luxembourg,Walferdange,24-Jun-23
Croatia,76,,19.4,3.86,1,lost, Serbia, Serbia,Sofia,24-Jun-23
Turkey,147,,19.4,7.47,1,lost, Bulgaria, Bulgaria,Sofia,24-Jun-23
Luxembourg,122,,19.5,6.15,1,lost, Switzerland, Switzerland,Walferdange,25-Jun-23
Austria,114,,19.5,5.74,1,lost, Germany, Germany,Deventer,29-Jun-23
Austria,121,8,20,6.05,1,lost, Germany, Germany,Deventer,30-Jun-23
Guernsey,134,6,20,6.7,1,lost, Jersey, Jersey,St Martin,07-Jul-23
Guernsey,151,9,20,7.55,1,lost, Jersey, Jersey,St Martin,08-Jul-23
Austria,149,5,20,7.45,1,lost, Isle of Man, Isle of Man,Castletown,09-Jul-23
Austria,137,,19.1,7.14,1,lost, Isle of Man, Isle of Man,Castletown,09-Jul-23
France,115,,19.4,5.84,1,won,France, Malta,Marsa,10-Jul-23
Malta,125,9,20,6.25,1,won,Malta, France,Marsa,10-Jul-23
Malta,179,8,20,8.95,1,won,Malta, Luxembourg,Marsa,11-Jul-23
France,177,5,20,8.85,1,won,France, Luxembourg,Marsa,11-Jul-23
Malta,163,5,20,8.15,1,lost, Luxembourg, Luxembourg,Marsa,12-Jul-23
Luxembourg,110,,18.4,5.89,1,lost, France, France,Marsa,12-Jul-23
France,153,7,20,7.65,1,won,France, Malta,Marsa,12-Jul-23
Luxembourg,174,6,20,8.7,1,lost, Malta, Malta,Marsa,13-Jul-23
Romania,134,5,20,6.7,1,lost, Switzerland, Switzerland,Marsa,13-Jul-23
France,191,3,20,9.55,1,won,France, Romania,Marsa,13-Jul-23
Luxembourg,118,8,20,5.9,1,lost, Switzerland, Switzerland,Marsa,14-Jul-23
Malta,187,7,20,9.35,1,won,Malta, Romania,Marsa,14-Jul-23
Afganistan,154,7,20,7.7,1,lost, Bangladesh, Bangladesh,Sylhet,14-Jul-23
France,148,4,20,7.4,1,lost, Switzerland, Switzerland,Marsa,14-Jul-23
Romania,162,7,20,8.1,1,lost, Luxembourg, Luxembourg,Marsa,15-Jul-23
Malta,156,9,20,7.8,1,lost, Switzerland, Switzerland,Marsa,15-Jul-23
France,187,5,20,9.35,1,lost, Luxembourg, Luxembourg,Marsa,15-Jul-23
France,78,,16.3,4.72,1,lost, Malta, Malta,Marsa,16-Jul-23
Luxembourg,149,9,20,7.45,1,lost, Romania, Romania,Marsa,16-Jul-23
Afganistan,116,7,17,6.82,1,lost, Bangladesh, Bangladesh,Sylhet,16-Jul-23
Malta,164,6,20,8.2,1,lost, Switzerland, Switzerland,Marsa,16-Jul-23
Austria,104,9,20,5.2,1,lost, Jersey, Jersey,Edinburgh,20-Jul-23
Ireland,158,8,20,7.9,1,won,Ireland, Italy,Edinburgh (Golden),20-Jul-23
Scotland,234,5,20,11.7,1,won,Scotland, Germany,Edinburgh (Golden),20-Jul-23
Denmark,122,9,20,6.1,1,lost, Ireland, Ireland,Edinburgh,21-Jul-23
Austria,83,,18.4,4.44,1,lost, Germany, Germany,Edinburgh (Golden),21-Jul-23
Scotland,149,6,20,7.45,1,won,Scotland, Jersey,Edinburgh,21-Jul-23
Japan,166,7,20,8.3,1,won,Japan, Philippines,Port Moresby,22-Jul-23
Vanuatu,71,8,20,3.55,1,lost, P.N.G., P.N.G.,Port Moresby,22-Jul-23
Japan,131,,19.4,6.66,1,won,Japan, Vanuatu,Port Moresby,23-Jul-23
P.N.G.,162,7,20,8.1,1,won,P.N.G., Philippines,Port Moresby,23-Jul-23
Ireland,226,4,20,11.3,1,won,Ireland, Austria,Edinburgh,23-Jul-23
Italy,183,8,20,9.15,1,won,Italy, Jersey,Edinburgh (Golden),23-Jul-23
Denmark,124,9,20,6.2,1,lost, Germany, Germany,Edinburgh,23-Jul-23
Scotland,245,2,20,12.25,1,won,Scotland, Italy,Edinburgh,24-Jul-23
Austria,97,9,20,4.85,1,lost, Denmark, Denmark,Edinburgh (Golden),24-Jul-23
Jersey,78,9,20,3.9,1,lost, Ireland, Ireland,Edinburgh (Golden),24-Jul-23
Vanuatu,97,,19.3,4.97,1,lost, Philippines, Philippines,Port Moresby,25-Jul-23
Japan,87,8,20,4.35,1,lost, P.N.G., P.N.G.,Port Moresby,25-Jul-23
Italy,150,8,20,7.5,1,won,Italy, Denmark,Edinburgh,25-Jul-23
Scotland,232,2,20,11.6,1,won,Scotland, Austria,Edinburgh (Golden),25-Jul-23
Jersey,190,5,20,9.5,1,won,Jersey, Germany,Edinburgh,25-Jul-23
P.N.G.,148,7,20,7.4,1,won,P.N.G., Vanuatu,Port Moresby,26-Jul-23
China,23,,11.2,2.02,1,lost, Malaysia, Malaysia,Kuala Lumpur,26-Jul-23
Japan,127,9,20,6.35,1,won,Japan, Philippines,Port Moresby,26-Jul-23
Bhutan,105,,20,5.25,1,won,Bhutan, Myanmar,Kuala Lumpur,26-Jul-23
China,26,,10.5,2.4,1,lost, Thailand, Thailand,Kuala Lumpur,27-Jul-23
Malaysia,180,7,20,9,1,won,Malaysia, Bhutan,Kuala Lumpur,27-Jul-23
Scotland,159,7,18,8.83,1,won,Scotland, Denmark,Edinburgh,27-Jul-23
Japan,136,,19.5,6.85,1,lost, Vanuatu, Vanuatu,Port Moresby,28-Jul-23
Thailand,140,6,20,7,1,won,Thailand, Myanmar,Kuala Lumpur,28-Jul-23
P.N.G.,229,6,20,11.45,1,won,P.N.G., Philippines,Port Moresby,28-Jul-23
Germany,141,,20,7.05,1,lost, Italy, Italy,Edinburgh,28-Jul-23
Jersey,159,,20,7.95,1,won,Jersey, Denmark,Edinburgh (Golden),28-Jul-23
Scotland,213,6,20,10.65,1,won,Scotland, Ireland,Edinburgh,28-Jul-23
Philippines,94,,18.2,5.12,1,lost, Vanuatu, Vanuatu,Port Moresby,29-Jul-23
Japan,106,8,20,5.3,1,lost, P.N.G., P.N.G.,Port Moresby,29-Jul-23
Bhutan,161,4,20,8.05,1,won,Bhutan, China,Kuala Lumpur,30-Jul-23
Malaysia,219,6,20,10.95,1,won,Malaysia, Myanmar,Kuala Lumpur,30-Jul-23
Bhutan,83,,18.2,4.52,1,lost, Thailand, Thailand,Kuala Lumpur,31-Jul-23
Myanmar,77,8,20,3.85,1,lost, China, China,Kuala Lumpur,31-Jul-23
Thailand,93,,18.2,5.07,1,lost, Malaysia, Malaysia,Kuala Lumpur,01-Aug-23
West Indies,149,6,20,7.45,1,won,West Indies, India,Tarouba,03-Aug-23
Hungary,209,8,20,10.45,1,won,Hungary, Croatia,Szodliget,05-Aug-23
Croatia,63,,16.3,3.81,1,lost, Hungary, Hungary,Szodliget,06-Aug-23
India,152,7,20,7.6,1,lost, West Indies, West Indies,Providence,06-Aug-23
West Indies,159,5,20,7.95,1,lost, India, India,Providence,08-Aug-23
West Indies,178,8,20,8.9,1,lost, India, India,Lauderhill,12-Aug-23
India,165,9,20,8.25,1,lost, West Indies, West Indies,Lauderhill,13-Aug-23
Guernsey,98,,20,4.9,1,lost, Germany, Germany,Deventer,14-Aug-23
Germany,164,5,20,8.2,1,lost, Guernsey, Guernsey,Deventer,14-Aug-23
Guernsey,172,4,20,8.6,1,won,Guernsey, Germany,Deventer,15-Aug-23
New Zealand,155,6,20,7.75,1,won,New Zealand, U.A.E.,Dubai (DICS),17-Aug-23
Romania,162,,20,8.1,1,lost, Malta, Malta,Ilfov County,18-Aug-23
Ireland,139,7,20,6.95,1,lost, India, India,Dublin (Malahide),18-Aug-23
Romania,147,9,20,7.35,1,lost, Malta, Malta,Ilfov County,19-Aug-23
Malta,115,,16,7.18,1,lost, Romania, Romania,Ilfov County,19-Aug-23
New Zealand,142,8,20,7.1,1,lost, U.A.E., U.A.E.,Dubai (DICS),19-Aug-23
Malta,156,7,20,7.8,1,lost, Romania, Romania,Ilfov County,20-Aug-23
Uganda,146,6,20,7.3,1,won,Uganda, Rwanda,Rwanda,20-Aug-23
Romania,190,8,20,9.5,1,won,Romania, Malta,Ilfov County,20-Aug-23
Tanzania,143,8,20,7.15,1,lost, Uganda, Uganda,Rwanda,20-Aug-23
India,185,5,20,9.25,1,won,India, Ireland,Dublin (Malahide),20-Aug-23
New Zealand,166,5,20,8.3,1,won,New Zealand, U.A.E.,Dubai (DICS),20-Aug-23
Tanzania,170,5,20,8.5,1,lost, Rwanda, Rwanda,Rwanda,21-Aug-23
Uganda,176,6,20,8.8,1,lost, Tanzania, Tanzania,Rwanda,21-Aug-23
Uganda,186,,20,9.3,1,won,Uganda, Rwanda,Rwanda,22-Aug-23
Rwanda,154,6,20,7.7,1,lost, Tanzania, Tanzania,Rwanda,22-Aug-23
Uganda,192,6,20,9.6,1,won,Uganda, Rwanda,Rwanda,24-Aug-23
Uganda,171,5,20,8.55,1,won,Uganda, Tanzania,Rwanda,24-Aug-23
Rwanda,133,9,20,6.65,1,lost, Tanzania, Tanzania,Rwanda,25-Aug-23
Uganda,161,9,20,8.05,1,won,Uganda, Tanzania,Rwanda,25-Aug-23
Tanzania,152,7,20,7.6,1,won,Tanzania, Rwanda,Rwanda,27-Aug-23
Rwanda,126,7,20,6.3,1,lost, Uganda, Uganda,Rwanda,27-Aug-23
Uganda,180,6,20,9,1,won,Uganda, Tanzania,Rwanda,28-Aug-23
Rwanda,110,6,20,5.5,1,lost, Uganda, Uganda,Rwanda,28-Aug-23
Uganda,141,,19,7.42,1,won,Uganda, Tanzania,Rwanda,30-Aug-23
Tanzania,157,7,20,7.85,1,won,Tanzania, Rwanda,Rwanda,30-Aug-23
Australia,226,6,20,11.3,1,won,Australia, South Africa,Durban,30-Aug-23
New Zealand,139,9,20,6.95,1,lost, England, England,Chester-le-Street,30-Aug-23
Rwanda,131,,18.4,7.01,1,lost, Uganda, Uganda,Rwanda,31-Aug-23
Tanzania,179,6,20,8.95,1,won,Tanzania, Rwanda,Rwanda,31-Aug-23
South Africa,164,8,20,8.2,1,lost, Australia, Australia,Durban,01-Sep-23
England,198,4,20,9.9,1,won,England, New Zealand,Manchester,01-Sep-23
South Africa,190,8,20,9.5,1,lost, Australia, Australia,Durban,03-Sep-23
New Zealand,202,5,20,10.1,1,won,New Zealand, England,Birmingham,03-Sep-23
England,175,8,20,8.75,1,lost, New Zealand, New Zealand,Nottingham,05-Sep-23
Saudi Arabia,142,9,20,7.1,1,lost, Kuwait, Kuwait,Doha,15-Sep-23
Qatar,138,8,20,6.9,1,won,Qatar, Bahrain,Doha,15-Sep-23
U.A.E.,191,4,20,9.55,1,won,U.A.E., Oman,Doha,16-Sep-23
Bahrain,123,9,20,6.15,1,lost, Kuwait, Kuwait,Doha,16-Sep-23
Oman,149,,20,7.45,1,won,Oman, Qatar,Doha,17-Sep-23
Saudi Arabia,121,9,20,6.05,1,lost, U.A.E., U.A.E.,Doha,17-Sep-23
Qatar,156,3,20,7.8,1,won,Qatar, Kuwait,Doha,18-Sep-23
Saudi Arabia,110,,18.4,5.89,1,lost, Bahrain, Bahrain,Doha,18-Sep-23
Malaysia,181,8,20,9.05,1,won,Malaysia, Hong Kong,Kuala Lumpur,19-Sep-23
U.A.E.,176,4,20,8.8,1,won,U.A.E., Kuwait,Doha,19-Sep-23
Bahrain,123,7,20,6.15,1,won,Bahrain, Oman,Doha,19-Sep-23
Malaysia,152,9,20,7.6,1,lost, P.N.G., P.N.G.,Kuala Lumpur,20-Sep-23
U.A.E.,166,7,20,8.3,1,won,U.A.E., Qatar,Doha,20-Sep-23
Oman,175,6,20,8.75,1,won,Oman, Saudi Arabia,Doha,20-Sep-23
P.N.G.,163,5,20,8.15,1,won,P.N.G., Hong Kong,Kuala Lumpur,21-Sep-23
Saudi Arabia,148,6,20,7.4,1,lost, Qatar, Qatar,Doha,21-Sep-23
Malaysia,149,6,20,7.45,1,won,Malaysia, Hong Kong,Kuala Lumpur,22-Sep-23
Bahrain,150,5,20,7.5,1,won,Bahrain, U.A.E.,Doha,22-Sep-23
Oman,171,6,20,8.55,1,won,Oman, Kuwait,Doha,22-Sep-23
Malaysia,81,,17.5,4.54,1,lost, P.N.G., P.N.G.,Kuala Lumpur,23-Sep-23
U.A.E.,163,5,20,8.15,1,lost, Oman, Oman,Doha,23-Sep-23
Hong Kong,89,9,20,4.45,1,lost, P.N.G., P.N.G.,Kuala Lumpur,24-Sep-23
Nepal,314,3,20,15.7,1,won,Nepal, Mongolia,Hangzhou,27-Sep-23
Cambodia,125,7,20,6.25,1,lost, Japan, Japan,Hangzhou,27-Sep-23
Malaysia,160,8,20,8,1,won,Malaysia, Singapore,Hangzhou,28-Sep-23
Mongolia,60,9,20,3,1,lost, Maldi, Maldi,Hangzhou,28-Sep-23
Qatar,123,6,20,6.15,1,lost, Kuwait, Kuwait,Doha,28-Sep-23
Saudi Arabia,172,5,20,8.6,1,won,Saudi Arabia, Maldi,Doha,28-Sep-23
Cambodia,70,,18.2,3.81,1,lost, Hong Kong, Hong Kong,Hangzhou,29-Sep-23
Singapore,152,8,20,7.6,1,won,Singapore, Thailand,Hangzhou,29-Sep-23
Maldives,100,7,20,5,1,lost, Kuwait, Kuwait,Doha,29-Sep-23
Qatar,109,,19.3,5.58,1,lost, Saudi Arabia, Saudi Arabia,Doha,29-Sep-23
Estonia,149,6,20,7.45,1,lost, Gibraltar, Gibraltar,Gibraltar,30-Sep-23
Bermuda,181,9,20,9.05,1,won,Bermuda, Canada,Sandys Parish,30-Sep-23
Gibraltar,159,,19.1,8.29,1,lost, Estonia, Estonia,Gibraltar,30-Sep-23
Panama,85,8,20,4.25,1,lost, Cayman Is, Cayman Is,Sandys Parish,30-Sep-23
Nepal,212,7,20,10.6,1,won,Nepal, Maldi,Hangzhou,01-Oct-23
Japan,127,,19,6.68,1,lost, Hong Kong, Hong Kong,Hangzhou,01-Oct-23
Maldives,121,9,20,6.05,1,lost, Qatar, Qatar,Doha,01-Oct-23
Kuwait,174,9,20,8.7,1,lost, Saudi Arabia, Saudi Arabia,Doha,01-Oct-23
Panama,90,8,20,4.5,1,lost, Bermuda, Bermuda,Sandys Parish,01-Oct-23
Canada,194,6,20,9.7,1,won,Canada, Cayman Is,Sandys Parish,01-Oct-23
Malaysia,268,4,20,13.4,1,won,Malaysia, Thailand,Hangzhou,02-Oct-23
Qatar,129,6,20,6.45,1,lost, Kuwait, Kuwait,Doha,02-Oct-23
